firma;website;notiz;manual_review;tier;trust;gap;voice_fit;google_rating;google_reviews;reasons;score;ort;adresse;telefon;maps_url;query;discovered;place_id
Tewatec GmbH Hauptsitz Frauenfeld;https://tewatec.ch/;;;COLD;3;2;2;5;3;"Trust 3: 5★ × 3 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Laubgasse 53;Laubgasse 53, 8500 Frauenfeld;044 786 20 20;https://maps.google.com/?cid=8348716552112674445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Frauenfeld;2026-06-17;ChIJ05rYKgyzmkcRjZYZg3iZ3HM
Haustechnik Mathis AG;http://www.mathis-sanitaer.ch/;;;COLD;5;2;2;4.9;30;"Trust 5: 4.9★ × 30 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Alte Poststrasse 11;Alte Poststrasse 11, 9548 Matzingen;052 376 15 53;https://maps.google.com/?cid=6350315735811727713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Frauenfeld;2026-06-17;ChIJTyMrNwqTmkcRYaGhLITaIFg
Aqua Fix;https://www.aqua-fix.ch/;;;COLD;4;2;2;4.6;5;"Trust 4: 4.6★ × 5 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Tonhallestrasse 49;Tonhallestrasse 49, 9500 Wil;071 912 23 23;https://maps.google.com/?cid=15218372203193246855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Frauenfeld;2026-06-17;ChIJ5UxqatDrmkcRhyQDb-OEMtM
db bischofberger bau gmbh;http://www.db-bau.ch/;;;COLD;5;2;2;5;18;"Trust 5: 5★ × 18 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Pupikoferstrasse 29;Pupikoferstrasse 29, 9546 Wängi;078 736 16 88;https://maps.google.com/?cid=758234586535392664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Frauenfeld;2026-06-17;ChIJwb4NlWuUmkcRmHXb0lbKhQo
RNB Renovation Neubau GmbH;https://renovationneubau.ch/;;;COLD;3;2;2;3.7;3;"Trust 3: 3.7★ × 3 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Föhrenweg 20;Föhrenweg 20, 8500 Frauenfeld;079 170 90 83;https://maps.google.com/?cid=8321783275096640345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Frauenfeld;2026-06-17;ChIJ2cPjbGmRmkcRWQvsSczpfHM
Ersatzbad;https://www.ersatzbad.ch/;;;COLD;5;2;2;5;17;"Trust 5: 5★ × 17 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Schiltweg 7;Schiltweg 7, 8752 Näfels;055 612 20 97;https://maps.google.com/?cid=314412400800648306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Frauenfeld;2026-06-17;ChIJgaIEhDothUcRckyzpmkEXQQ
Schreiber GmbH;http://schreibergmbh.ch/;;;COLD;2;2;1;3;2;"Trust 2: 2 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Neuhauserstrasse 136;Neuhauserstrasse 136, 8500 Frauenfeld;052 730 11 51;https://maps.google.com/?cid=3760186154814938217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Frauenfeld;2026-06-17;ChIJV_Y4HUSSmkcRaRwWr2LdLjQ
Thurtech Gebäudetechnik GmbH;https://thurtech.ch/;;;COLD;2;2;1;5;1;"Trust 2: 1 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7";4;Lerchensangstrasse 13;Lerchensangstrasse 13, 8552 Felben-Wellhausen;052 765 27 22;https://maps.google.com/?cid=17351462669175308273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Frauenfeld;2026-06-17;ChIJ91YacbWNmkcR8T-lmV3HzPA
Dünki Wärmetechnik GmbH;http://www.dünki-wärmetechnik.ch/;;;COLD;5;2;1;5;35;"Trust 5: 5★ × 35 Reviews; M1=2: hat Website; M2+1: keine Öffnungszeiten (Standard angenommen)";4;Gewerbestrasse 4;Gewerbestrasse 4, 8500 Frauenfeld;052 720 12 03;https://maps.google.com/?cid=9064428680748985770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Frauenfeld;2026-06-17;ChIJYWU4lBuSmkcRqu3nF9xRy30
Rupper Energietechnik GmbH;http://www.rupper-energietechnik.ch/;;;COLD;2;2;1;5;1;"Trust 2: 1 Reviews; M1=2: hat Website; M2+1: keine Öffnungszeiten (Standard angenommen)";4;Stationsstrasse 86;Stationsstrasse 86, 8542 Wiesendangen;052 242 80 77;https://maps.google.com/?cid=9853477877291849476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Frauenfeld;2026-06-17;ChIJc0HDMsWbmkcRBJcmZuyVvog
Fust Küchen und Badezimmer | Ausstellung Frauenfeld;https://kuechen-baeder.fust.ch/standort/kuechenausstellung-und-badausstellung-frauenfeld/;;;COLD;4;2;1;5;5;"Trust 4: 5★ × 5 Reviews; M1=2: hat Website; M2+1: erweitert, nicht 24/7; Disq: Enterprise/Kette";0;Zürcherstrasse 305;Zürcherstrasse 305, 8500 Frauenfeld;052 725 01 55;https://maps.google.com/?cid=15183571192897721667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Frauenfeld;2026-06-17;ChIJ__-PMBCSmkcRQ9WFzo3httI
Fuchs Heizung & Sanitär Gmbh;;;;HOT;1;5;4;;;"Trust 1: auf Maps, 0 Reviews; M1=5: keine Website; M2+2: Notdienst/Sanitär; M2+1: keine Öffnungszeiten (Standard angenommen); M2+1: 2 Gewerke im Namen; Kein Telefon";9;Romanshornerstrasse 3;Romanshornerstrasse 3, 8280 Kreuzlingen;;https://maps.google.com/?cid=6106542084678589977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJFZTzoTD3mkcRGZ49E6zLvlQ
RE san Peter Reithinger Sanitäre Anlagen;;;;HOT;1;5;3;;;"Trust 1: auf Maps, 0 Reviews; M1=5: keine Website; M2+2: Notdienst/Sanitär; M2+1: keine Öffnungszeiten (Standard angenommen)";9;Bächlistrasse 29;Bächlistrasse 29, 8280 Kreuzlingen;071 672 18 85;https://maps.google.com/?cid=5183841230628999530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Kreuzlingen;2026-06-17;ChIJdd9Qm9n2mkcRalGqUyK08Ec
König Heizung & Sanitär;https://www.koenig-hs.de/;;;HOT;2;2;5;5;2;"Trust 2: 2 Reviews; M1=2: hat Website; M2+2: Notdienst/Sanitär; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";8;6 Allensbach;Radolfzeller Str. 51a, 78476 Allensbach, Deutschland;015561 402928;https://maps.google.com/?cid=7807120620213623354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJ_9yY9G1q4CgROtp1Ftd2WGw
Serafini Heizung & Sanitär;https://www.heizungsanitär-serafini.ch/;;;WARM;4;2;4;5;5;"Trust 4: 5★ × 5 Reviews; M1=2: hat Website; M2+2: Notdienst/Sanitär; M2+1: keine Öffnungszeiten (Standard angenommen); M2+1: 2 Gewerke im Namen";7;Bündtweg 3;Bündtweg 3, 8280 Kreuzlingen;079 511 58 41;https://maps.google.com/?cid=12648440806191274718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJM2DvYE_3mkcR3hqWH-ZJiK8
Herzog Paul AG Sanitäre Installationen Zentralheizungen;https://yellow.local.ch/d/2H2bjx3ABeBYnY26uiqoVg;;;WARM;1;4;2;;;"Trust 1: auf Maps, 0 Reviews; M1=4: nur Verzeichnis-Link; M2+1: keine Öffnungszeiten (Standard angenommen); M2+1: 2 Gewerke im Namen";7;Bernrainstrasse 63;Bernrainstrasse 63, 8280 Kreuzlingen;071 672 31 41;https://maps.google.com/?cid=17517275472995427810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitärinstallateur Kreuzlingen;2026-06-17;ChIJLXm46LD3mkcR4iWOcDvdGfM
Glonti Haustechnik;https://www.glonti-haustechnik.de/;;;WARM;5;2;4;4.9;25;"Trust 5: 4.9★ × 25 Reviews; M1=2: hat Website; M2+2: Notdienst/Sanitär; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";7;2 Konstanz;Turnierstraße 35, 78462 Konstanz, Deutschland;01577 1325386;https://maps.google.com/?cid=4835932773448251543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJlSExAgz3mkcRl3gNTzyvHEM
Reuter Wasser Technik | Sanitär Konstanz;https://www.reuterwassertechnik.de/;;;WARM;5;2;4;5;43;"Trust 5: 5★ × 43 Reviews; M1=2: hat Website; M2+2: Notdienst/Sanitär; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";7;7 Konstanz;Opelstraße 8, 78467 Konstanz, Deutschland;07531 9416030;https://maps.google.com/?cid=1132804188518964878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJ3Wtwwij3mkcRjl6_WGiHuA8
Theo's Reparaturen;https://yellow.local.ch/d/m5Go9jQpqUzt_ZXci5Vh_Q;;;WARM;4;4;2;5;8;"Trust 4: 5★ × 8 Reviews; M1=4: nur Verzeichnis-Link; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";7;Bahnhofstrasse 19;Bahnhofstrasse 19, 8280 Kreuzlingen;071 671 11 68;https://maps.google.com/?cid=6916166398858442791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Kreuzlingen;2026-06-17;ChIJm0SGUhH3mkcRJzhzQ7Io-18
Rickenbach AG Sanitär Heizung;http://www.rickenbach-ag.ch/;;;WARM;4;2;3;4.6;7;"Trust 4: 4.6★ × 7 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";6;Hafenstrasse 11;Hafenstrasse 11, 8280 Kreuzlingen;071 677 40 77;https://maps.google.com/?cid=12169870509891999727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJ5ySGACP3mkcR71edAMAQ5Kg
Burkhardt Heizungen & Sanitär GmbH;http://www.burkhardt-heizungen.ch/;;;WARM;5;2;3;4.8;22;"Trust 5: 4.8★ × 22 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";6;Hauptstrasse 46;Hauptstrasse 46, 8274 Tägerwilen;071 669 11 65;https://maps.google.com/?cid=13036608355383264259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJXXC4IaL2mkcRA0SCcjpW67Q
Memeti GmbH Sanitär & Heizungen;http://www.memeti.ch/;;;WARM;5;2;3;4.5;13;"Trust 5: 4.5★ × 13 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";6;Kreuzlingerstrasse 50A;Kreuzlingerstrasse 50A, 8580 Amriswil;071 411 90 00;https://maps.google.com/?cid=3283862150708029839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJgQ5UWXPlmkcRj2lNODqfki0
Fuchs GmbH Heizung Sanitär Schweiz;https://www.fuchs-haustechnik.de/fuchs-ch/;;;WARM;5;2;3;4.6;11;"Trust 5: 4.6★ × 11 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";6;Bahnhofstrasse 17;Bahnhofstrasse 17, 8274 Tägerwilen;071 222 03 22;https://maps.google.com/?cid=10465440163502537526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJH7yjs0_3mkcRNrusY2G2PJE
Fuchs GmbH - Heizung, Sanitär, Klima und Lüftung | Badstudio;http://www.fuchs-haustechnik.de/;;;WARM;5;2;3;4.5;35;"Trust 5: 4.5★ × 35 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 4 Gewerke im Namen";6;7 Konstanz;Macairestraße 16, 78467 Konstanz, Deutschland;07531 59950;https://maps.google.com/?cid=7805729961286863530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJ02KJxWP2mkcRqoogEwuGU2w
Prandini AG, Heizung, Lüftung, Sanitär;http://www.prandiniag.ch/;;;WARM;4;2;3;4.4;33;"Trust 4: 4.4★ × 33 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 3 Gewerke im Namen";6;Weststrasse 14;Weststrasse 14, 8570 Weinfelden;071 622 33 30;https://maps.google.com/?cid=892889663129257922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJna3CsvnxmkcRwgdw-mouZAw
Dietenmeier Harsch Haustechnik GmbH;https://www.dietenmeier-harsch.de/;;;WARM;3;2;3;3.9;44;"Trust 3: 3.9★ × 44 Reviews; M1=2: hat Website; M2+1: Reparatur-nah; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";6;7 Konstanz-Petershausen-West;Conradin-Kreutzer-Straße 10, 78467 Konstanz-Petershausen-West, Deutschland;07531 59990;https://maps.google.com/?cid=7829124973383549592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJpTideQD3mkcRmIKqzK6jpmw
Sanitär Gasheizungen Gerold Eckert GmbH & Co KG;https://www.eckert-badstudio.de/;;;WARM;4;2;3;4.4;54;"Trust 4: 4.4★ × 54 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So); M2+1: 2 Gewerke im Namen";6;7 Konstanz;Gottlieb-Daimler-Straße 1, 78467 Konstanz, Deutschland;07531 54693;https://maps.google.com/?cid=14846927361104717255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJVdq1IAD3mkcRx6WsxMXhCs4
Hjk Hansjörg Keller GmbH;http://www.hjk.ch/;;;WARM;4;2;3;4.2;5;"Trust 4: 4.2★ × 5 Reviews; M1=2: hat Website; M2+1: Reparatur-nah; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";6;Müligässli 4;Müligässli 4, 8598 Bottighofen;071 686 80 00;https://maps.google.com/?cid=5493587136909253705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Heizung Kreuzlingen;2026-06-17;ChIJ1fXmclf3mkcRSZwhDmUkPUw
Bär + Sohn AG;http://www.baer-sanitaer.ch/;;;COLD;5;2;2;5;14;"Trust 5: 5★ × 14 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Konstanzerstrasse 51;Konstanzerstrasse 51, 8280 Kreuzlingen;071 672 22 33;https://maps.google.com/?cid=3325224498799009229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJEQ8ZUtn2mkcRzV1XWRCSJS4
w studer ag;http://www.wstuderag.ch/;;;COLD;4;2;2;4;27;"Trust 4: 4★ × 27 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Seefeldstrasse 1;Seefeldstrasse 1, 8280 Kreuzlingen;071 688 24 24;https://maps.google.com/?cid=18012214624341823296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJwQZYHEb3mkcRQI_9ncQ9-Pk
Zahn + Co. AG;https://haelg.ch/angebot/anlagenbau/kreuzlingen/;;;COLD;4;2;2;4.3;25;"Trust 4: 4.3★ × 25 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Zelgstrasse 5;Zelgstrasse 5, 8280 Kreuzlingen;071 686 80 60;https://maps.google.com/?cid=14616539948370460125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJWReyfkX3mkcR3X3tK6Rh2Mo
König Heizungstechnik;http://www.koenig-heizungen.ch/;;;COLD;4;2;2;5;7;"Trust 4: 5★ × 7 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Zelgstrasse 13;König Peter, Zelgstrasse 13, 8280 Kreuzlingen;071 688 22 33;https://maps.google.com/?cid=7448776759620594101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJZSfnC0X3mkcRteleYP9eX2c
KRIS Heizungen GmbH;http://www.krisheizungen.ch/?utm_source=google&utm_medium=organic&utm_campaign=gmb;;;COLD;5;2;2;5;18;"Trust 5: 5★ × 18 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Seetalstrasse 41;Seetalstrasse 41, 8280 Kreuzlingen;071 688 55 02;https://maps.google.com/?cid=1776137044449254741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJS47Izvn5mkcRVV3PRjsbphg
Burkart + Sohn AG;http://www.burkartsohn.ch/;;;COLD;5;2;2;4.7;12;"Trust 5: 4.7★ × 12 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Konstanzerstrasse 55;Konstanzerstrasse 55, 8280 Kreuzlingen;071 672 55 72;https://maps.google.com/?cid=15485940126827328553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJGyBmWtn2mkcRKbSCUH8c6dY
Brechbühl Sanitär AG;https://www.brechbuehlsanitaer.ch/;;;COLD;5;2;2;4.9;17;"Trust 5: 4.9★ × 17 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Gewerbestrasse 1;Gewerbestrasse 1, 8574 Illighausen;071 688 62 75;https://maps.google.com/?cid=10042441923286092096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJ43edLnb6mkcRQEn12rjrXYs
Aeberhard Sanitär GmbH;https://aeberhardgmbh.ch/;;;COLD;2;2;2;5;2;"Trust 2: 2 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Winkelacker 7;Winkelacker 7, 8595 Altnau;071 695 18 29;https://maps.google.com/?cid=289655122445924708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJ38yBrDT6mkcRZPnCmMwPBQQ
EQUANS Services AG;https://www.equans.ch/;;;COLD;1;2;2;;;"Trust 1: auf Maps, 0 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Freiestrasse 28A;Freiestrasse 28A, 8280 Kreuzlingen;071 672 18 85;https://maps.google.com/?cid=3048098732460881435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Sanitär Kreuzlingen;2026-06-17;ChIJQdajqCD3mkcRGzamzKUFTSo
Tanner Heizungen AG;http://www.tanner-heizungen.ch/;;;COLD;5;2;2;5;32;"Trust 5: 5★ × 32 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Dufourstrasse 68;Dufourstrasse 68, 8570 Weinfelden;071 622 15 44;https://maps.google.com/?cid=10512260017930001343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJfRHMkePxmkcRv1tCO8oM45E
Fürst Heizungsbau GmbH ab 2026 Heat&Power eGbR Heizungsbau;http://www.hp-heizungsbau.de/;;;COLD;5;2;2;5;10;"Trust 5: 5★ × 10 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;7 Konstanz;Robert-Bosch-Straße 4a, 78467 Konstanz, Deutschland;07531 63915;https://maps.google.com/?cid=9845699831225287975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Heizungsinstallateur Kreuzlingen;2026-06-17;ChIJiQbGd1_2mkcRJ4VO7dTzoog
3-Plan AG;http://www.3-plan.ch/;;;COLD;3;2;2;3.7;3;"Trust 3: 3.7★ × 3 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Rheinstrasse 8;Rheinstrasse 8, 8280 Kreuzlingen;071 677 09 90;https://maps.google.com/?cid=13303696126664123942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Kreuzlingen;2026-06-17;ChIJ26q2K972mkcRJiaOJSQ5oLg
IHS Inhouse Systems AG;http://www.ihs-ag.ch/;;;COLD;2;2;2;5;1;"Trust 2: 1 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Romanshornerstrasse 48B;Romanshornerstrasse 48B, 8280 Kreuzlingen;071 688 44 62;https://maps.google.com/?cid=2341263533992564622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Kreuzlingen;2026-06-17;ChIJ46KhpFD3mkcRjtczlcfWfSA
Lang Energie AG;https://www.langenergie.ch/;;;COLD;5;2;2;4.9;23;"Trust 5: 4.9★ × 23 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Seestrasse 13;Seestrasse 13, 8280 Kreuzlingen;071 677 12 12;https://maps.google.com/?cid=9677308179730017114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Haustechnik Kreuzlingen;2026-06-17;ChIJmdllciL3mkcRWivKUoS0TIY
Schupp GmbH;https://www.schupp-bau.ch/;;;COLD;5;2;2;4.8;23;"Trust 5: 4.8★ × 23 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Löwenstrasse 2;Löwenstrasse 2, 8280 Kreuzlingen;079 636 18 93;https://maps.google.com/?cid=4780647715994761016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Kreuzlingen;2026-06-17;ChIJUztLoyb3mkcROHcmzMRFWEI
Bernd Schwörer;http://www.schwoerer-bad.de/;;;COLD;4;2;2;4.3;12;"Trust 4: 4.3★ × 12 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;7 Konstanz;Gustav-Schwab-Straße 14D, 78467 Konstanz, Deutschland;07533 934814;https://maps.google.com/?cid=3361586475399020989&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Kreuzlingen;2026-06-17;ChIJYQuWjG32mkcRvYHqwxbBpi4
Bad und Raum GmbH;https://www.badundraum.ch/;;;COLD;5;2;2;5;14;"Trust 5: 5★ × 14 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Unteraachstrasse 7;Unteraachstrasse 7, 9327 Tübach;071 840 04 40;https://maps.google.com/?cid=10871319008043913021&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Kreuzlingen;2026-06-17;ChIJIbNNIuMdm0cRPc9oAgqv3pY
AS Fugen Group GmbH;http://as-fugen.ch/;;;COLD;1;2;2;;;"Trust 1: auf Maps, 0 Reviews; M1=2: hat Website; M2+2: Mo-Fr Bürozeiten (Lücke abends+Sa/So)";5;Weinstrasse 61;Weinstrasse 61, 8280 Kreuzlingen;079 517 51 00;https://maps.google.com/?cid=11850290521968470660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;Badumbau Kreuzlingen;2026-06-17;ChIJUTgvKq33mkcRhOobt3GwdKQ
